cell_type,layer,freq
Inhib-23,3 (1-5),0.0
Inhib-23,3/4,0.0
Inhib-23,3/4 (1/2o),0.0
Inhib-23,4,0.0
Inhib-23,4/5,0.0
Inhib-23,4/5/6,0.0
Inhib-23,4/lat 5,0.0
Inhib-23,4/med 5,0.0
Inhib-23,5,0.0
Inhib-23,5/6,0.0
Inhib-23,6/7/8,0.0
Inhib-23,7,0.0
Inhib-23,7-IML,0.0
Inhib-23,7/8,1.0
Inhib-23,9,0.0
Inhib-23,N/A,0.0
Inhib-23,med 5,0.0
Inhib-24,1-4,0.0
Inhib-24,1/2,0.0
Inhib-24,1/2/3,0.0
Inhib-24,1/2o,0.0
Inhib-24,1/2o (2i-4),0.0
Inhib-24,1/2o (2i/3),0.0
Inhib-24,1/2o (3),0.0
Inhib-24,1/2o/2i,0.0
Inhib-24,1/2o/2i/3,0.0
Inhib-24,1/2o/4,0.0
Inhib-24,10,0.0
Inhib-24,2i (3/4),0.0
Inhib-24,2i/3,0.0
Inhib-24,2i/3 (1-4),0.0
Inhib-24,2i/3/4,0.0
Inhib-24,3 (1-4),0.0
Inhib-24,3 (1-5),0.0
Inhib-24,3/4,0.0
Inhib-24,3/4 (1/2o),0.0
Inhib-24,4,0.0
Inhib-24,4/5,0.0
Inhib-24,4/5/6,0.0
Inhib-24,4/lat 5,0.0
Inhib-24,4/med 5,0.0
Inhib-24,5,0.0
Inhib-24,5/6,0.0
Inhib-24,6/7/8,0.0
Inhib-24,7,1.0
Inhib-24,7-IML,0.0
Inhib-24,7/8,0.0
Inhib-24,9,0.0
Inhib-24,N/A,0.0
Inhib-24,med 5,0.0
Inhib-27,1-4,0.0
Inhib-27,1/2,0.0
Inhib-27,1/2/3,0.0
Inhib-27,1/2o,0.0
Inhib-27,1/2o (2i-4),0.0
Inhib-27,1/2o (2i/3),0.0
Inhib-27,1/2o (3),0.0
Inhib-27,1/2o/2i,0.0
Inhib-27,1/2o/2i/3,0.0
Inhib-27,1/2o/4,0.0
Inhib-27,10,0.0
Inhib-27,2i (3/4),0.0
Inhib-27,2i/3,0.0
Inhib-27,2i/3 (1-4),0.0
Inhib-27,2i/3/4,0.0
Inhib-27,3 (1-4),0.0
Inhib-27,3 (1-5),0.0
Inhib-27,3/4,0.0
Inhib-27,3/4 (1/2o),0.0
Inhib-27,4,0.0
Inhib-27,4/5,0.0
Inhib-27,4/5/6,0.0
Inhib-27,4/lat 5,0.0
Inhib-27,4/med 5,0.0
Inhib-27,5,0.0
Inhib-27,5/6,0.0
Inhib-27,6/7/8,0.0
Inhib-27,7,1.0
Inhib-27,7-IML,0.0
Inhib-27,7/8,0.0
Inhib-27,9,0.0
Inhib-27,N/A,0.0
Inhib-27,med 5,0.0
MN-alpha,1-4,0.0
MN-alpha,1/2,0.0
MN-alpha,1/2/3,0.0
MN-alpha,1/2o,0.0
MN-alpha,1/2o (2i-4),0.0
MN-alpha,1/2o (2i/3),0.0
MN-alpha,1/2o (3),0.0
MN-alpha,1/2o/2i,0.0
MN-alpha,1/2o/2i/3,0.0
MN-alpha,1/2o/4,0.0
MN-alpha,10,0.0
MN-alpha,2i (3/4),0.0
MN-alpha,2i/3,0.0
MN-alpha,2i/3 (1-4),0.0
MN-alpha,2i/3/4,0.0
MN-alpha,3 (1-4),0.0
MN-alpha,3 (1-5),0.0
MN-alpha,3/4,0.0
MN-alpha,3/4 (1/2o),0.0
MN-alpha,4,0.0
MN-alpha,4/5,0.0
MN-alpha,4/5/6,0.0
MN-alpha,4/lat 5,0.0
MN-alpha,4/med 5,0.0
MN-alpha,5,0.0
MN-alpha,5/6,0.0
MN-alpha,6/7/8,0.0
MN-alpha,7,0.0
MN-alpha,7-IML,0.0
MN-alpha,7/8,0.0
MN-alpha,9,1.0
MN-alpha,N/A,0.0
MN-alpha,med 5,0.0
MN-gamma,1-4,0.0
MN-gamma,1/2,0.0
MN-gamma,1/2/3,0.0
MN-gamma,1/2o,0.0
MN-gamma,1/2o (2i-4),0.0
MN-gamma,1/2o (2i/3),0.0
MN-gamma,1/2o (3),0.0
MN-gamma,1/2o/2i,0.0
MN-gamma,1/2o/2i/3,0.0
MN-gamma,1/2o/4,0.0
MN-gamma,10,0.0
MN-gamma,2i (3/4),0.0
MN-gamma,2i/3,0.0
MN-gamma,2i/3 (1-4),0.0
MN-gamma,2i/3/4,0.0
MN-gamma,3 (1-4),0.0
MN-gamma,3 (1-5),0.0
MN-gamma,3/4,0.0
MN-gamma,3/4 (1/2o),0.0
MN-gamma,4,0.0
MN-gamma,4/5,0.0
MN-gamma,4/5/6,0.0
MN-gamma,4/lat 5,0.0
MN-gamma,4/med 5,0.0
MN-gamma,5,0.0
MN-gamma,5/6,0.0
MN-gamma,6/7/8,0.0
MN-gamma,7,0.0
MN-gamma,7-IML,0.0
MN-gamma,7/8,0.0
MN-gamma,9,1.0
MN-gamma,N/A,0.0
MN-gamma,med 5,0.0
PGC,1-4,0.0
PGC,1/2,0.0
PGC,1/2/3,0.0
PGC,1/2o,0.0
PGC,1/2o (2i-4),0.0
PGC,1/2o (2i/3),0.0
PGC,1/2o (3),0.0
PGC,1/2o/2i,0.0
PGC,1/2o/2i/3,0.0
PGC,1/2o/4,0.0
PGC,10,0.0
PGC,2i (3/4),0.0
PGC,2i/3,0.0
PGC,2i/3 (1-4),0.0
PGC,2i/3/4,0.0
PGC,3 (1-4),0.0
PGC,3 (1-5),0.0
PGC,3/4,0.0
PGC,3/4 (1/2o),0.0
PGC,4,0.0
PGC,4/5,0.0
PGC,4/5/6,0.0
PGC,4/lat 5,0.0
PGC,4/med 5,0.0
PGC,5,0.0
PGC,5/6,0.0
PGC,6/7/8,0.0
PGC,7,0.0
PGC,7-IML,1.0
PGC,7/8,0.0
PGC,9,0.0
PGC,N/A,0.0
PGC,med 5,0.0
