drg,sc,ligand,receptor,pathway,modality,value
Zcchc12/Trpm8,Excit-24,Penk,Oprd1,Opioid,shared,0.06344391937200375
Zcchc12/Trpm8,Excit-25,Penk,Oprd1,Opioid,shared,0.07114898636938
Zcchc12/Trpm8,Excit-31,Penk,Oprd1,Opioid,shared,0.09430701663287112
Zcchc12/Trpm8,Inhib-11,Penk,Oprd1,Opioid,shared,0.06824330367521865
Zcchc12/Trpm8,Inhib-16,Penk,Oprd1,Opioid,shared,0.054946654381888914
Zcchc12/Trpm8,Inhib-17,Penk,Oprd1,Opioid,shared,0.11714531943014488
Zcchc12/Trpm8,Inhib-18,Penk,Oprd1,Opioid,shared,0.06879137025838222
Zcchc12/Trpm8,Inhib-19,Penk,Oprd1,Opioid,shared,1.0
Zcchc12/Trpm8,Inhib-22,Penk,Oprd1,Opioid,shared,0.08757026708104124
Zcchc12/Trpm8,Inhib-23,Penk,Oprd1,Opioid,shared,0.233340777817796
Atf3/Gfra3/Gal,Excit-01,Penk,Oprm1,Opioid,shared,0.09697845924194796
Atf3/Gfra3/Gal,Excit-02,Penk,Oprm1,Opioid,shared,0.17917762498759862
Atf3/Gfra3/Gal,Excit-04,Penk,Oprm1,Opioid,shared,0.2863430401536543
Atf3/Gfra3/Gal,Excit-05,Penk,Oprm1,Opioid,shared,0.1581199501893865
Atf3/Gfra3/Gal,Excit-06,Penk,Oprm1,Opioid,shared,0.11550797061565923
Atf3/Gfra3/Gal,Excit-08,Penk,Oprm1,Opioid,shared,0.5220116128413073
Atf3/Gfra3/Gal,Excit-09,Penk,Oprm1,Opioid,shared,0.1948296790193577
Atf3/Gfra3/Gal,Excit-10,Penk,Oprm1,Opioid,shared,0.09733427190652127
Atf3/Gfra3/Gal,Excit-11,Penk,Oprm1,Opioid,shared,0.07953520066534343
Atf3/Gfra3/Gal,Excit-12,Penk,Oprm1,Opioid,shared,0.05837516810690773
Atf3/Gfra3/Gal,Excit-13,Penk,Oprm1,Opioid,shared,0.3046762962653086
Atf3/Gfra3/Gal,Excit-19,Penk,Oprm1,Opioid,shared,0.18629352163490662
Atf3/Gfra3/Gal,Excit-20,Penk,Oprm1,Opioid,shared,0.14967096042438635
Atf3/Gfra3/Gal,Excit-21,Penk,Oprm1,Opioid,shared,0.160589032022981
Atf3/Gfra3/Gal,Excit-22,Penk,Oprm1,Opioid,shared,0.28070842803771057
Atf3/Gfra3/Gal,Excit-23,Penk,Oprm1,Opioid,shared,0.26278870022182715
Atf3/Gfra3/Gal,Excit-24,Penk,Oprm1,Opioid,shared,0.08671330694401744
Atf3/Gfra3/Gal,Excit-25,Penk,Oprm1,Opioid,shared,0.33138676476407236
Atf3/Gfra3/Gal,Excit-29,Penk,Oprm1,Opioid,shared,0.0736080370622682
Atf3/Gfra3/Gal,Excit-30,Penk,Oprm1,Opioid,shared,0.07964528554822439
Atf3/Gfra3/Gal,Excit-31,Penk,Oprm1,Opioid,shared,0.19742774573057598
Atf3/Gfra3/Gal,Excit-32,Penk,Oprm1,Opioid,shared,0.18852124757564567
Atf3/Gfra3/Gal,Excit-34,Penk,Oprm1,Opioid,shared,0.24765655501617503
Atf3/Gfra3/Gal,Excit-38,Penk,Oprm1,Opioid,shared,0.29430347942316054
Atf3/Gfra3/Gal,Inhib-01,Penk,Oprm1,Opioid,shared,0.19249122792742066
Atf3/Gfra3/Gal,Inhib-02,Penk,Oprm1,Opioid,shared,0.2170886543253476
Atf3/Gfra3/Gal,Inhib-03,Penk,Oprm1,Opioid,shared,0.5148798858415529
Atf3/Gfra3/Gal,Inhib-04,Penk,Oprm1,Opioid,shared,0.45119005064610673
Atf3/Gfra3/Gal,Inhib-05,Penk,Oprm1,Opioid,shared,0.08293941732531213
Atf3/Gfra3/Gal,Inhib-06,Penk,Oprm1,Opioid,shared,0.23590989567977064
Atf3/Gfra3/Gal,Inhib-07,Penk,Oprm1,Opioid,shared,0.33743842487881415
Atf3/Gfra3/Gal,Inhib-08,Penk,Oprm1,Opioid,shared,0.3895942403854831
Atf3/Gfra3/Gal,Inhib-09,Penk,Oprm1,Opioid,shared,0.1617294518915588
Atf3/Gfra3/Gal,Inhib-11,Penk,Oprm1,Opioid,shared,0.31202948688535515
Atf3/Gfra3/Gal,Inhib-12,Penk,Oprm1,Opioid,shared,0.20268548400423905
Atf3/Gfra3/Gal,Inhib-14,Penk,Oprm1,Opioid,shared,0.25066498243858276
Atf3/Gfra3/Gal,Inhib-15,Penk,Oprm1,Opioid,shared,0.14138790461924064
Atf3/Gfra3/Gal,Inhib-16,Penk,Oprm1,Opioid,shared,0.2316586406372828
Atf3/Gfra3/Gal,Inhib-17,Penk,Oprm1,Opioid,shared,0.16713939010140105
Atf3/Gfra3/Gal,Inhib-18,Penk,Oprm1,Opioid,shared,0.19356565473911067
Atf3/Gfra3/Gal,Inhib-20,Penk,Oprm1,Opioid,shared,0.42064843820265974
Atf3/Gfra3/Gal,Inhib-22,Penk,Oprm1,Opioid,shared,0.20481011339940924
Atf3/Gfra3/Gal,Inhib-23,Penk,Oprm1,Opioid,shared,0.2642352173673271
Atf3/Gfra3/Gal,Inhib-24,Penk,Oprm1,Opioid,shared,0.06914560445190389
Atf3/Gfra3/Gal,MN-alpha,Penk,Oprm1,Opioid,shared,0.06435464878091535
Atf3/Gfra3/Gal,MN-gamma,Penk,Oprm1,Opioid,shared,0.09483061298902651
Atf3/Gfra3/Gal,PGC,Penk,Oprm1,Opioid,shared,0.08096333542100502
Atf3/S100b/Gal,Excit-08,Penk,Oprm1,Opioid,shared,0.057615801919599384
Atf3/S100b/Gal,Inhib-03,Penk,Oprm1,Opioid,shared,0.056828654354191814
Th/Fam19a4,Excit-08,Penk,Oprm1,Opioid,shared,0.06832963301554132
Th/Fam19a4,Inhib-03,Penk,Oprm1,Opioid,shared,0.06739611300052128
Th/Fam19a4,Inhib-04,Penk,Oprm1,Opioid,shared,0.05905931941457452
Th/Fam19a4,Inhib-08,Penk,Oprm1,Opioid,shared,0.05099662692485243
Th/Fam19a4,Inhib-20,Penk,Oprm1,Opioid,shared,0.055061521054103855
Zcchc12/Rxfp1,Excit-08,Penk,Oprm1,Opioid,shared,0.08658811068449623
Zcchc12/Rxfp1,Excit-13,Penk,Oprm1,Opioid,shared,0.05053785052859141
Zcchc12/Rxfp1,Excit-25,Penk,Oprm1,Opioid,shared,0.05496842055023726
Zcchc12/Rxfp1,Inhib-03,Penk,Oprm1,Opioid,shared,0.08540514319558316
Zcchc12/Rxfp1,Inhib-04,Penk,Oprm1,Opioid,shared,0.07484066078998365
Zcchc12/Rxfp1,Inhib-07,Penk,Oprm1,Opioid,shared,0.055972233114843
Zcchc12/Rxfp1,Inhib-08,Penk,Oprm1,Opioid,shared,0.06462352250158797
Zcchc12/Rxfp1,Inhib-11,Penk,Oprm1,Opioid,shared,0.05175755305556631
Zcchc12/Rxfp1,Inhib-20,Penk,Oprm1,Opioid,shared,0.06977460391752836
Zcchc12/Trpm8,Excit-01,Penk,Oprm1,Opioid,shared,0.1857783559911523
Zcchc12/Trpm8,Excit-02,Penk,Oprm1,Opioid,shared,0.3432445190487917
Zcchc12/Trpm8,Excit-03,Penk,Oprm1,Opioid,shared,0.0879102377790987
Zcchc12/Trpm8,Excit-04,Penk,Oprm1,Opioid,shared,0.5485376821314188
Zcchc12/Trpm8,Excit-05,Penk,Oprm1,Opioid,shared,0.3029050432972941
Zcchc12/Trpm8,Excit-06,Penk,Oprm1,Opioid,shared,0.22127471453546746
Zcchc12/Trpm8,Excit-08,Penk,Oprm1,Opioid,shared,1.0
Zcchc12/Trpm8,Excit-09,Penk,Oprm1,Opioid,shared,0.37322862983622235
Zcchc12/Trpm8,Excit-10,Penk,Oprm1,Opioid,shared,0.18645997428434818
Zcchc12/Trpm8,Excit-11,Penk,Oprm1,Opioid,shared,0.15236289520923418
Zcchc12/Trpm8,Excit-12,Penk,Oprm1,Opioid,shared,0.11182733615670329
Zcchc12/Trpm8,Excit-13,Penk,Oprm1,Opioid,shared,0.5836580811046649
Zcchc12/Trpm8,Excit-19,Penk,Oprm1,Opioid,shared,0.3568762017015515
Zcchc12/Trpm8,Excit-20,Penk,Oprm1,Opioid,shared,0.28671959922448437
Zcchc12/Trpm8,Excit-21,Penk,Oprm1,Opioid,shared,0.30763497989804384
Zcchc12/Trpm8,Excit-22,Penk,Oprm1,Opioid,shared,0.5377436461802365
Zcchc12/Trpm8,Excit-23,Penk,Oprm1,Opioid,shared,0.5034154293837817
Zcchc12/Trpm8,Excit-24,Penk,Oprm1,Opioid,shared,0.1661137507497912
Zcchc12/Trpm8,Excit-25,Penk,Oprm1,Opioid,shared,0.6348264226543455
Zcchc12/Trpm8,Excit-29,Penk,Oprm1,Opioid,shared,0.14100842826392296
Zcchc12/Trpm8,Excit-30,Penk,Oprm1,Opioid,shared,0.152573781097925
Zcchc12/Trpm8,Excit-31,Penk,Oprm1,Opioid,shared,0.37820565840667303
Zcchc12/Trpm8,Excit-32,Penk,Oprm1,Opioid,shared,0.36114378097744837
Zcchc12/Trpm8,Excit-34,Penk,Oprm1,Opioid,shared,0.47442729035888936
Zcchc12/Trpm8,Excit-38,Penk,Oprm1,Opioid,shared,0.5637872265355702
Zcchc12/Trpm8,Inhib-01,Penk,Oprm1,Opioid,shared,0.36874893813126414
Zcchc12/Trpm8,Inhib-02,Penk,Oprm1,Opioid,shared,0.41586939636023584
Zcchc12/Trpm8,Inhib-03,Penk,Oprm1,Opioid,shared,0.9863379916762073
Zcchc12/Trpm8,Inhib-04,Penk,Oprm1,Opioid,shared,0.8643295274415084
Zcchc12/Trpm8,Inhib-05,Penk,Oprm1,Opioid,shared,0.15888423798442564
Zcchc12/Trpm8,Inhib-06,Penk,Oprm1,Opioid,shared,0.4519246121666028
Zcchc12/Trpm8,Inhib-07,Penk,Oprm1,Opioid,shared,0.6464193833584237
Zcchc12/Trpm8,Inhib-08,Penk,Oprm1,Opioid,shared,0.7463325159854646
Zcchc12/Trpm8,Inhib-09,Penk,Oprm1,Opioid,shared,0.30981964368812787
Zcchc12/Trpm8,Inhib-10,Penk,Oprm1,Opioid,shared,0.090287984671759
Zcchc12/Trpm8,Inhib-11,Penk,Oprm1,Opioid,shared,0.5977443397992237
Zcchc12/Trpm8,Inhib-12,Penk,Oprm1,Opioid,shared,0.38827772987850345
Zcchc12/Trpm8,Inhib-13,Penk,Oprm1,Opioid,shared,0.06830401076985576
Zcchc12/Trpm8,Inhib-14,Penk,Oprm1,Opioid,shared,0.48019043307142956
Zcchc12/Trpm8,Inhib-15,Penk,Oprm1,Opioid,shared,0.27085202922913304
Zcchc12/Trpm8,Inhib-16,Penk,Oprm1,Opioid,shared,0.44378062659634276
Zcchc12/Trpm8,Inhib-17,Penk,Oprm1,Opioid,shared,0.3201832794325436
Zcchc12/Trpm8,Inhib-18,Penk,Oprm1,Opioid,shared,0.37080718125317846
Zcchc12/Trpm8,Inhib-20,Penk,Oprm1,Opioid,shared,0.8058219929496815
Zcchc12/Trpm8,Inhib-22,Penk,Oprm1,Opioid,shared,0.392347810587256
Zcchc12/Trpm8,Inhib-23,Penk,Oprm1,Opioid,shared,0.5061864733795782
Zcchc12/Trpm8,Inhib-24,Penk,Oprm1,Opioid,shared,0.13245989696578708
Zcchc12/Trpm8,MN-alpha,Penk,Oprm1,Opioid,shared,0.12328202514620935
Zcchc12/Trpm8,MN-gamma,Penk,Oprm1,Opioid,shared,0.1816637995328568
Zcchc12/Trpm8,PGC,Penk,Oprm1,Opioid,shared,0.15509872468223815
Zcchc12/Rxfp1,CSF-cN,Pdyn,Oprk1,Opioid,shared,0.6278399545745863
Zcchc12/Rxfp1,Excit-05,Pdyn,Oprk1,Opioid,shared,0.12508939389403192
Zcchc12/Rxfp1,Excit-11,Pdyn,Oprk1,Opioid,shared,0.34758339881442724
Zcchc12/Rxfp1,Excit-13,Pdyn,Oprk1,Opioid,shared,0.1170718572324236
Zcchc12/Rxfp1,Excit-15,Pdyn,Oprk1,Opioid,shared,0.1011856143976769
Zcchc12/Rxfp1,Excit-18,Pdyn,Oprk1,Opioid,shared,0.13378162721913583
Zcchc12/Rxfp1,Excit-19,Pdyn,Oprk1,Opioid,shared,0.06273769940100622
Zcchc12/Rxfp1,Excit-20,Pdyn,Oprk1,Opioid,shared,0.26547264454542707
Zcchc12/Rxfp1,Excit-21,Pdyn,Oprk1,Opioid,shared,0.17730379373535707
Zcchc12/Rxfp1,Excit-22,Pdyn,Oprk1,Opioid,shared,0.5753844107747901
Zcchc12/Rxfp1,Excit-23,Pdyn,Oprk1,Opioid,shared,0.12948160315401067
Zcchc12/Rxfp1,Excit-24,Pdyn,Oprk1,Opioid,shared,0.35024995474597337
Zcchc12/Rxfp1,Excit-25,Pdyn,Oprk1,Opioid,shared,0.19872176828530544
Zcchc12/Rxfp1,Excit-29,Pdyn,Oprk1,Opioid,shared,0.254399113859753
Zcchc12/Rxfp1,Excit-30,Pdyn,Oprk1,Opioid,shared,0.6242363116084821
Zcchc12/Rxfp1,Excit-31,Pdyn,Oprk1,Opioid,shared,0.15559211684344657
Zcchc12/Rxfp1,Excit-32,Pdyn,Oprk1,Opioid,shared,0.14277573159498272
Zcchc12/Rxfp1,Excit-34,Pdyn,Oprk1,Opioid,shared,0.1949898346633902
Zcchc12/Rxfp1,Excit-38,Pdyn,Oprk1,Opioid,shared,0.22253532982084445
Zcchc12/Rxfp1,Inhib-01,Pdyn,Oprk1,Opioid,shared,0.10681685271186168
Zcchc12/Rxfp1,Inhib-02,Pdyn,Oprk1,Opioid,shared,0.17364623669285534
Zcchc12/Rxfp1,Inhib-05,Pdyn,Oprk1,Opioid,shared,0.26948689574609
Zcchc12/Rxfp1,Inhib-06,Pdyn,Oprk1,Opioid,shared,0.06106861997187146
Zcchc12/Rxfp1,Inhib-08,Pdyn,Oprk1,Opioid,shared,0.14576704632249787
Zcchc12/Rxfp1,Inhib-09,Pdyn,Oprk1,Opioid,shared,0.20694943725562037
Zcchc12/Rxfp1,Inhib-10,Pdyn,Oprk1,Opioid,shared,0.05263098118439423
Zcchc12/Rxfp1,Inhib-11,Pdyn,Oprk1,Opioid,shared,0.15654841215156154
Zcchc12/Rxfp1,Inhib-12,Pdyn,Oprk1,Opioid,shared,0.0709455874897748
Zcchc12/Rxfp1,Inhib-13,Pdyn,Oprk1,Opioid,shared,0.6509667041590338
Zcchc12/Rxfp1,Inhib-14,Pdyn,Oprk1,Opioid,shared,0.3610433219980752
Zcchc12/Rxfp1,Inhib-15,Pdyn,Oprk1,Opioid,shared,0.17342958929941563
Zcchc12/Rxfp1,Inhib-16,Pdyn,Oprk1,Opioid,shared,0.18109017191481672
Zcchc12/Rxfp1,Inhib-17,Pdyn,Oprk1,Opioid,shared,0.19467584283347564
Zcchc12/Rxfp1,Inhib-18,Pdyn,Oprk1,Opioid,shared,0.07459492568507008
Zcchc12/Rxfp1,Inhib-20,Pdyn,Oprk1,Opioid,shared,0.754997611978495
Zcchc12/Rxfp1,Inhib-22,Pdyn,Oprk1,Opioid,shared,0.25363588910523627
Zcchc12/Rxfp1,Inhib-23,Pdyn,Oprk1,Opioid,shared,0.1501880973745394
Zcchc12/Rxfp1,Inhib-24,Pdyn,Oprk1,Opioid,shared,1.0
Zcchc12/Rxfp1,MN-alpha,Pdyn,Oprk1,Opioid,shared,0.08414744077430163
Nppb,Excit-06,Sst,Sstr1,SST,shared,0.22659889393804375
Nppb,Excit-10,Sst,Sstr1,SST,shared,0.15640264968905704
Nppb,Excit-11,Sst,Sstr1,SST,shared,0.6605612739808636
Nppb,Excit-13,Sst,Sstr1,SST,shared,0.6021370651565529
Nppb,Excit-16,Sst,Sstr1,SST,shared,0.11951018393797609
Nppb,Excit-29,Sst,Sstr1,SST,shared,0.42199150053643963
Nppb,Excit-32,Sst,Sstr1,SST,shared,0.1636606609078616
Nppb,Excit-34,Sst,Sstr1,SST,shared,1.0
Nppb,Inhib-01,Sst,Sstr1,SST,shared,0.0567178973446716
Nppb,Inhib-06,Sst,Sstr1,SST,shared,0.23140487859733383
Nppb,Inhib-11,Sst,Sstr1,SST,shared,0.9283638924310743
Nppb,Inhib-12,Sst,Sstr1,SST,shared,0.42119754802398934
Nppb,Inhib-13,Sst,Sstr1,SST,shared,0.6412095724007622
Nppb,Inhib-14,Sst,Sstr1,SST,shared,0.2435646467795999
Nppb,Inhib-15,Sst,Sstr1,SST,shared,0.3698373178262653
Nppb,Inhib-17,Sst,Sstr1,SST,shared,0.23278257182119097
Nppb,Inhib-22,Sst,Sstr1,SST,shared,0.18555963926536856
Nppb,Inhib-23,Sst,Sstr1,SST,shared,0.09521885131471068
Nppb,Inhib-24,Sst,Sstr1,SST,shared,0.153052212957576
Nppb,MN-alpha,Sst,Sstr1,SST,shared,0.8800271539042882
Nppb,MN-gamma,Sst,Sstr1,SST,shared,0.6323923239755773
Nppb,PGC,Sst,Sstr1,SST,shared,0.11690563721037182
Nppb,Excit-02,Sst,Sstr2,SST,shared,0.17928460597658355
Nppb,Excit-03,Sst,Sstr2,SST,shared,0.0712961352596561
Nppb,Excit-04,Sst,Sstr2,SST,shared,0.05270429062965706
Nppb,Excit-05,Sst,Sstr2,SST,shared,0.07552310140650523
Nppb,Excit-19,Sst,Sstr2,SST,shared,0.05393772295346702
Nppb,Excit-20,Sst,Sstr2,SST,shared,0.18712240958511892
Nppb,Excit-21,Sst,Sstr2,SST,shared,0.15260735393680522
Nppb,Excit-22,Sst,Sstr2,SST,shared,0.5528348281511688
Nppb,Excit-29,Sst,Sstr2,SST,shared,0.13449598787349265
Nppb,Excit-31,Sst,Sstr2,SST,shared,0.08532163914146935
Nppb,Excit-32,Sst,Sstr2,SST,shared,0.06100409886209827
Nppb,Excit-34,Sst,Sstr2,SST,shared,0.12005318116418855
Nppb,Inhib-01,Sst,Sstr2,SST,shared,0.06885377457012402
Nppb,Inhib-03,Sst,Sstr2,SST,shared,0.2080449063507268
Nppb,Inhib-04,Sst,Sstr2,SST,shared,1.0
Nppb,Inhib-05,Sst,Sstr2,SST,shared,0.945417313442097
Nppb,Inhib-06,Sst,Sstr2,SST,shared,0.12618495786477302
Nppb,Inhib-09,Sst,Sstr2,SST,shared,0.2940342933790201
Nppb,Inhib-10,Sst,Sstr2,SST,shared,0.41135873689758956
Nppb,Inhib-11,Sst,Sstr2,SST,shared,0.6425802002190765
Nppb,Inhib-12,Sst,Sstr2,SST,shared,0.2503428603386974
Nppb,Inhib-14,Sst,Sstr2,SST,shared,0.06666001460192862
Nppb,Inhib-15,Sst,Sstr2,SST,shared,0.11180833370092025
Nppb,Inhib-16,Sst,Sstr2,SST,shared,0.09531987001463348
Nppb,Inhib-22,Sst,Sstr2,SST,shared,0.0793597356340248
Nppb,Inhib-23,Sst,Sstr2,SST,shared,0.11028219808851152
Nppb,Inhib-24,Sst,Sstr2,SST,shared,0.10516808518896292
Nppb,MN-alpha,Sst,Sstr2,SST,shared,0.0938736976118154
Nppb,MN-gamma,Sst,Sstr2,SST,shared,0.15485068179728848
Nppb,PGC,Sst,Sstr2,SST,shared,0.15553971770971214
Atf3/Gfra3/Gal,Excit-03,Gal,Galr1,Galanin,shared,0.15686314206553575
Atf3/Gfra3/Gal,Excit-09,Gal,Galr1,Galanin,shared,0.09258125487942431
Atf3/Gfra3/Gal,Excit-10,Gal,Galr1,Galanin,shared,0.354098990920434
Atf3/Gfra3/Gal,Excit-11,Gal,Galr1,Galanin,shared,0.2482433757660653
Atf3/Gfra3/Gal,Excit-13,Gal,Galr1,Galanin,shared,0.17472677901399902
Atf3/Gfra3/Gal,Excit-16,Gal,Galr1,Galanin,shared,0.7151888668597427
Atf3/Gfra3/Gal,Excit-18,Gal,Galr1,Galanin,shared,0.7896216223772077
Atf3/Gfra3/Gal,Excit-21,Gal,Galr1,Galanin,shared,0.09559901540038852
Atf3/Gfra3/Gal,Excit-22,Gal,Galr1,Galanin,shared,0.27523661583064135
Atf3/Gfra3/Gal,Excit-29,Gal,Galr1,Galanin,shared,0.07751859535756336
Atf3/Gfra3/Gal,Excit-32,Gal,Galr1,Galanin,shared,0.05489726309875473
Atf3/Gfra3/Gal,Excit-34,Gal,Galr1,Galanin,shared,0.1790080708017431
Atf3/Gfra3/Gal,Inhib-02,Gal,Galr1,Galanin,shared,0.3801357993250225
Atf3/Gfra3/Gal,Inhib-03,Gal,Galr1,Galanin,shared,0.4236197235857865
Atf3/Gfra3/Gal,Inhib-04,Gal,Galr1,Galanin,shared,0.9919887147268797
Atf3/Gfra3/Gal,Inhib-06,Gal,Galr1,Galanin,shared,0.12966976805300795
Atf3/Gfra3/Gal,Inhib-08,Gal,Galr1,Galanin,shared,0.1827195953818718
Atf3/Gfra3/Gal,Inhib-12,Gal,Galr1,Galanin,shared,0.09222025091748275
Atf3/Gfra3/Gal,Inhib-13,Gal,Galr1,Galanin,shared,0.16418365534263463
Atf3/Gfra3/Gal,Inhib-14,Gal,Galr1,Galanin,shared,0.8702323783706596
Atf3/Gfra3/Gal,Inhib-15,Gal,Galr1,Galanin,shared,0.21667442575741758
Atf3/Gfra3/Gal,Inhib-22,Gal,Galr1,Galanin,shared,0.12776794743311662
Atf3/S100b/Gal,Excit-03,Gal,Galr1,Galanin,shared,0.15812996633608303
Atf3/S100b/Gal,Excit-09,Gal,Galr1,Galanin,shared,0.09332893963911107
Atf3/S100b/Gal,Excit-10,Gal,Galr1,Galanin,shared,0.3569586888071874
Atf3/S100b/Gal,Excit-11,Gal,Galr1,Galanin,shared,0.2502481853681301
Atf3/S100b/Gal,Excit-13,Gal,Galr1,Galanin,shared,0.17613786973585266
Atf3/S100b/Gal,Excit-16,Gal,Galr1,Galanin,shared,0.7209647209108149
Atf3/S100b/Gal,Excit-18,Gal,Galr1,Galanin,shared,0.7959985941922848
Atf3/S100b/Gal,Excit-21,Gal,Galr1,Galanin,shared,0.09637107154662482
Atf3/S100b/Gal,Excit-22,Gal,Galr1,Galanin,shared,0.2774594224153258
Atf3/S100b/Gal,Excit-29,Gal,Galr1,Galanin,shared,0.07814463431562955
Atf3/S100b/Gal,Excit-32,Gal,Galr1,Galanin,shared,0.05534061253294538
Atf3/S100b/Gal,Excit-34,Gal,Galr1,Galanin,shared,0.18045373716880306
Atf3/S100b/Gal,Inhib-02,Gal,Galr1,Galanin,shared,0.38320577006733764
Atf3/S100b/Gal,Inhib-03,Gal,Galr1,Galanin,shared,0.4270408698171733
Atf3/S100b/Gal,Inhib-04,Gal,Galr1,Galanin,shared,1.0
Atf3/S100b/Gal,Inhib-06,Gal,Galr1,Galanin,shared,0.13071697906231666
Atf3/S100b/Gal,Inhib-08,Gal,Galr1,Galanin,shared,0.18419523596312207
Atf3/S100b/Gal,Inhib-12,Gal,Galr1,Galanin,shared,0.09296502021484526
Atf3/S100b/Gal,Inhib-13,Gal,Galr1,Galanin,shared,0.1655095999633813
Atf3/S100b/Gal,Inhib-14,Gal,Galr1,Galanin,shared,0.8772603613845115
Atf3/S100b/Gal,Inhib-15,Gal,Galr1,Galanin,shared,0.21842428501525207
Atf3/S100b/Gal,Inhib-22,Gal,Galr1,Galanin,shared,0.1287997993689822
Zcchc12/Dcn,Excit-16,Gal,Galr1,Galanin,shared,0.054736365227804715
Zcchc12/Dcn,Excit-18,Gal,Galr1,Galanin,shared,0.060433012197163724
Zcchc12/Dcn,Inhib-04,Gal,Galr1,Galanin,shared,0.07592100367775934
Zcchc12/Dcn,Inhib-14,Gal,Galr1,Galanin,shared,0.06660248712302598
Atf3/Gfra3/Gal,Excit-29,Gal,Galr2,Galanin,shared,0.28791805445529456
Atf3/Gfra3/Gal,Inhib-22,Gal,Galr2,Galanin,shared,0.42053779261811874
Atf3/Gfra3/Gal,Inhib-23,Gal,Galr2,Galanin,shared,0.9919887147268798
Atf3/Gfra3/Gal,MN-alpha,Gal,Galr2,Galanin,shared,0.32735685417537463
Atf3/Gfra3/Gal,MN-gamma,Gal,Galr2,Galanin,shared,0.25351175356364913
Atf3/S100b/Gal,Excit-29,Gal,Galr2,Galanin,shared,0.29024327613904954
Atf3/S100b/Gal,Inhib-22,Gal,Galr2,Galanin,shared,0.42393404922343675
Atf3/S100b/Gal,Inhib-23,Gal,Galr2,Galanin,shared,1.0
Atf3/S100b/Gal,MN-alpha,Gal,Galr2,Galanin,shared,0.3300005829859713
Atf3/S100b/Gal,MN-gamma,Gal,Galr2,Galanin,shared,0.2555591105020258
Zcchc12/Dcn,Inhib-23,Gal,Galr2,Galanin,shared,0.07592100367775935
